"tile_id","place_id","name","rating","user_ratings_total","status","GID_1","GID_0","COUNTRY","NAME_1","VARNAME_1","NL_NAME_1","TYPE_1","ENGTYPE_1","CC_1","HASC_1","ISO_1","lon","lat"
"8","ChIJXfjU_6KD3DARAQ8yjxDLKo8","เฮือนข้าวแฟ",4.2,19,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3613756,17.8006094
"8","ChIJUw2mU5-D3DAR9G6R2jCLX74","ครัวพิจิตรอมก๋อย",4.4,30,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3581516,17.7983346
"8","ChIJQTaYyaKD3DARH9tR9sklbJw","Kuarim Restaurant",4.4,92,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3632207,17.7994712
"8","ChIJFeibDsyD3DARX-uZcqYy1S8","ครัวระเบียงริมน้ำ",5,11,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3460832,17.7974039
"8","ChIJBdQ_VlSD3DARm8uUoL4lrbA","ฮอมฮัก อ.อมก๋อย",5,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3648046,17.8055674
"8","ChIJpb1-0keD3DARAkChEZv-9P8","ยุ้งข้าว บ้านหลวง",5,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.36258839999999,17.787814
"8","ChIJo3JKQUSD3DARKAr9cx-2R7g","ก๋วยเตี๋ยวแม่แท่ม",5,7,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3665106,17.7993316
"8","ChIJHzszKACD3DARLq_3cVtVQNQ","ครัวเอื้องผึ้ง",5,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.36777970000001,17.811474
"8","ChIJySWSOd6D3DARR1LW9nu_QRI","ไฮ อมก๋อย HiOmkoi Camp&Coffee",4.3,9,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3676742,17.8160333
"8","ChIJO_Vw5aGD3DARmCgIWUxQc1M","Bua Phan Restaurant",4,72,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3573225,17.7987844
"8","ChIJX-b_sr2D3DARKsfQS7XkHGA","Ingdoi kitchen restaurant",4.3,77,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3672272,17.8004357
"8","ChIJC0wVN4GD3DARbe8Any9HWbc","ร้านข้าวซอยแม่สอน",4.9,8,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3570185,17.7956719
"8","ChIJw4mc2ZOD3DAR5Cm-SEkxJe8","ร้านข้าวมันไก่ชัยพนัส",5,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.35665259999999,17.7969747
"8","ChIJV2EsQmyD3DAR1bZoc-7syrM","ก๋วยเตี๋ยวน้องขิม",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.36136409999999,17.7988299
"8","ChIJK7ZdaXuD3DARHGiHfZ6dh6o","ร้านนี่ก๋วยเตี๋ยวต้มยำ",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3570555,17.7979006
"8","ChIJ-x3l2A-D3DAR5Dq3tK0Aa50","ปัตย์บาร์ คาเฟ่",4.8,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.34815189999999,17.7972669
"8","ChIJ2yKm1LmD3DAR-aUrpQbh2rw","ร้านอาหารเหนือหน้าชุมชนต้นฮัก",5,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3606009,17.8006499
"8","ChIJddl1egCD3DAR_mvWxbwaLJs","ครัวแม่ฝ้าย",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3570554,17.7978835
"8","ChIJf0EMfE-D3DAREi4PhhmLAeA","ครัวริมน้ำ-อาหารตามสั่ง",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3608981,17.7995523
"9","ChIJx_cYJaKD3DARIKeUT4cLh-I","ครัวป้ามล&ขนมไทยเจ้าเก่าหน้าอำเภอ (อาหารเจ-มังสวิรัติ)",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3621024,17.79884
"9","ChIJtZmXfkiJ3DARJhA8hZk6EU0","โรงเพาะกล้าวรสันต์",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3667914,17.7726096
"9","ChIJL-zjJa2D3DARs9zUIe-kZaI","ร้าน น. ไข่เจียว ทรัพย์เจริญ",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3589981,17.7977386
"10","ChIJFdwmBAB_3DAR_bUB7_2ERek","โฮงจอดรถคาเฟ่",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.4869935,17.7792986
"10","ChIJBRuQDUt_3DARBTcCuYcwyQ4","ธ.การช่าง ยางเปียง อมก๋อย",5,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.4920514,17.778656
"11","ChIJgY99ET133DARrGW52ln9isQ","ร้านฝรั่งกางโต้ง",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7442803,17.8489318
"14","ChIJcwZ8I6-f3DARGGHJwr_Njmo","ร้านก๋วยเตี๋ยวสวนชา",5,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.1764168,17.8444872
"14","ChIJ5UWCNACf3DAR6RBLvPNuhE4","ร้านนำโชค",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.2098445,17.8608246
"16","ChIJk1dFr3qD3DARi9ghj06ASxg","Good morning omkoi",4.7,70,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3636782,17.8049322
"16","ChIJIUeFISaD3DAR1d4ln4booKk","Dong Coffee De Omkoi",4.9,12,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.372846,17.8054333
"16","ChIJAQEdcpaD3DAROPEg-bu_b6c","Parable Omkoi Cafe",4.8,21,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.363056,17.8022672
"16","ChIJKV4zHLiD3DARrG0I3c71ofg","Nermu Coffee Omkoi",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3650562,17.8113844
"16","ChIJ7VW9fQ6D3DARIvsmjPNK-zE","269 garden",4.6,11,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3313117,17.808941
"18","ChIJoW_XNcCJ2zARZjtExy0t_4c","ร้านก๋วยเตี๋ยว ส้มตำ หน้าวัดหลวงดอยเต่า",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.73066879999999,17.8918204
"19","ChIJq3BUT-qJ2zARY4CM0MLinjY","ร้านป๋าดอยเต่า คันคลองเขื่อนผากัฟ.",2,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7467843,17.8822984
"19","ChIJvyMs8x6J2zAR4prR9ubWVK8","ก๋วยเตี๋ยวเรือปิ่นมณี",4.5,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.73527969999999,17.8616885
"19","ChIJvb2-0_-K2zARG0HgwKYlEnA","ร้านอาหาร บ้านไร่เก็บตะวันรีสอร์ท",3.8,11,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7946932,17.8958237
"19","ChIJWb4KRVKJ2zAR8xq_bNgkLhw","ร้านอาหารครัวย่าตุ๋ย",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.74233199999999,17.8913272
"19","ChIJz0TNcWSJ2zARSK5NL3wgLHI","ส้มตำเซเลอร์มูน(ยอดมูน2)​",2,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.734612,17.8641583
"20","ChIJr9bbxP-L2zARLsffv34lvIk","ร้านฮอมฮัก",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.81059959999999,17.8903165
"20","ChIJdQtqnN-L2zAROKGuDtTtWxk","บ้านน้องเหนือ​ แม่บวน",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.8145493,17.8894203
"21","ChIJDWWvIg1_2zARtu4yiSpigUo","เก๊าเกี๊ยะ Cafe",4.6,10,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.4104728,17.9055907
"21","ChIJt5iuhd9_2zARrCRGnHqQb8k","ก๋วยเตี๋ยวบ้านทุ่ง",4.1,14,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.41175550000001,17.9088968
"22","ChIJ9TlZ1_iF2zARb3d0ySCpjWU","เรือนแพดอยเต่าริมปิง(เดิมชื่อ แพนกน้อย)",4.3,7,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6575907,17.9560642
"22","ChIJ57lp5zCF2zAR3wkuWcXOQGI","เรือนแพลูกแม่ปิง ทะเลสาบดอยเต่า",4.6,17,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6548668,17.9552089
"22","ChIJVwKCNvmF2zARn28_dMvCKEo","เรือนแพดอยเต่าริมปิงเชียงใหม่",3.8,11,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.65612720000001,17.9557803
"22","ChIJq1DBwf6F2zARwiI3CFAHUuE","เรือนแพธารทิพย์ ทะเลสาบดอยเต่า(Tantip Doitao)",4.1,84,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6561723,17.9540106
"22","ChIJU2Ip1_6F2zARgbTtOhVOLSk","เรือนแพนกน้อย",3.3,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.65698669999999,17.9548067
"22","ChIJSxvi3P6F2zARD56jLxvQfDo","เรือนแพหมู่เฮา",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6567299,17.9541019
"22","ChIJ6_BMBQCb2zARbsvZBR2OusI","ร้านส้มตำเจ๊เต็มแซบนัว",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.61606739999999,17.904321499999998
"22","ChIJjxRQHACH2zARUeQigBDAx6M","ร้านพี่สองลาบแกงอ่อมอ◌าหารตามสั่ง",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.63805980000001,17.9268426
"23","ChIJPwMOn0uN2zARaajzlz7g0_A","SURANUN Café",4.9,12,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.69012289999999,17.9495872
"23","ChIJ5RDNfzGP2zARPjsy_XZSBv8","Bandin in the Doi",4.8,26,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6900646,17.953618
"23","ChIJ2asKc66P2zARW6J-9HFHedA","โคซี่ บราวน์ คาเฟ่ Cozy Brown Café",5,32,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6847385,17.9523478
"23","ChIJLQzZJQCJ2zARVFcWdyWmULg","บ้านบ้านคาเฟ่ BannBannCafe",4.8,13,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.72215399999999,17.9244105
"23","ChIJd7kX2i-J2zAR9ivSYEveFwA","ครัวมะขามหวาน",4.4,126,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.71491139999999,17.9373699
"23","ChIJMZ138fqJ2zARdQcgbOejB0w","Nature Cafe",4.5,30,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7203186,17.9388148
"23","ChIJccErdhWJ2zARJ_KmYYUjp3k","ร้านอาหารลูกแม่ปิง สาขา2",4.4,22,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7233741,17.9220997
"23","ChIJx-ic60GP2zAR9ZIlgzbvLIM","ร้านก๋วยเตี๋ยวเรืออยุธยา หน้าที่ว่าการอำเภอดอยเต่า",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.68412000000001,17.9526435
"23","ChIJXUti7Z-J2zARZnEKbaAGZG4","ร้านครัวอ้ายพีพี&น้องขวัญข้าว",4,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6915538,17.9456909
"23","ChIJdYPBo5WJ2zARiURye8ZLQfM","ก๋วยเตี๋ยวเรืออยุธยา",4.3,12,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7080326,17.9407734
"23","ChIJ99XPtP2J2zARgaIGHcGtQn8","โคกหนองนา สถานที่เรียนรู้เกษตรพอเพียง by ผอ วิทยา พัฒนเมธาดา",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7048039,17.9226993
"23","ChIJ7xSDEkaJ2zAR8v69fXG51B8","ไก่อบส้มตำยำแซบ..พิกัดผาจุก",5,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.69911429999999,17.9287007
"23","ChIJuwyEJTGJ2zARnhvM3IiwuFs","ร้านกับข้าวกับโก้ ข้าวขาหมู หมูกรอบ หมูแดง อาหารตามสั่ง",5,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7267179,17.9159055
"23","ChIJW1EllfOJ2zAR4bNjj1MWfpU","ร้านลาบอส. เเปลง2",4.5,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.726098,17.9286646
"23","ChIJlQV2EUuJ2zARvoBOlMVWpl8","ร้านขนมจีนส้มตำ แม่ติ๋ม",5,7,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.69272149999999,17.9465158
"24","ChIJD0IEx2mJ2zARz8Ufamd2ABY","เฮือนฮักดา",3.3,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7055285,17.9266046
"24","ChIJWYpPimmJ2zARt4aRoqkTAlE","ข้าวมันไก่เจ๊วิไล",5,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.70994499999999,17.9244007
"24","ChIJvxI3vPaJ2zARwnWTAS4fM0c","ไก่ย่างวิเชียรบุรี",4,1,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7262635,17.9159092
"24","ChIJ1R5u6bqJ2zAR55YnhZh0sSU","Papaya Salad by Yod Mun",3.3,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.70925969999999,17.9233889
"24","ChIJ3-x5xTmJ2zAR8TOgADZuUPU","ฮามีดอยเต่า หมูจุ่มบุฟเฟ้",5,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.7290311,17.9093248
"24","ChIJq_Wv3YaJ2zARCEpDumX9bnM","ตำแซ่บ",3,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.72358299999999,17.9279065
"25","ChIJ92xOzc2N2zARu0b4zf4xcEI","ร้านก๋วยเตี๋ยวป้าผา @แม่ตูบ",5,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.8112158,17.9442004
"27","ChIJY8IZEjV92zARnTsqIMdOyPo","กาแฟรอเก้อออ",4.5,2,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3596123,17.9578956
"27","ChIJsY8qcL972zARb3hJctKNmos","ร้านอ้ายเป็ดคนเดิม",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.37706159999999,17.9889925
"28","ChIJ33fy4sd72zARHjesyNFY3Ig","ร้านดรีมแอนด์ดั้ม",4.3,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.388521,17.9746184
"28","ChIJKbVS_Zp72zARy1rrQx1c5tc","ร้านขนมลูกชิ้นทอด",4.3,4,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.3890819,17.9745242
"29","ChIJyY2kS8aF2zARrLiJaCZL3hU","ร้านบัดดี้เชฟบ้านน้อย",NA,NA,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.633934,18.0278218
"30","ChIJyW9UEfaP2zAR6C_5ciAxzCU","ร้านครัวพี่นุชตามสั่ง ส้มตำ ยำ ย่าง",5,3,"OK","THA.10_1","THA","Thailand","Chiang Mai","NA","จังหวัดเชียงใหม่","Changwat","Province","50","TH.CM","TH-50",98.6863168,17.9517957
